Title,Servings,Ready in (minutes),Source URL,Image,Calories,Carbs (g),Fat (g),Protein (g),Ingredients,Instructions
Bacon Wrapped Breadsticks,4,45,https://www.foodista.com/recipe/2S352DNV/bacon-wrapped-breadsticks,https://img.spoonacular.com/recipes/633330-556x370.jpg,263.68,19.84,8.59,6.69,"6 slices bacon, 1 teaspoon of cayenne pepper, 2 teaspoons garlic salt or powder, 24 long breadsticks, 1/2 teaspoon of freshly grated nutmeg, 1 cup grated parmesan, You will also need: parchment paper","<ol><li>Preheat oven to 350</li><li>Line cookie sheet with parchment paper.</li><li>In a medium size mixing bowl, combine the parmesan, garlic salt, cayenne and nutmeg.</li><li>GENTLY wrap each breadstick with a slice of bacon (so breadsticks dont break), then place wrapped bread sticks on a cookie sheet lined with parchment paper. If you break one, just cut bacon to fit and add to sheet. No one will care if the pieces are small.</li><li>Bake for 15 minutes or until bacon is cooked to your liking.</li><li>Next, roll the breadsticks in cheese & spices. Do this while bacon and breadsticks are still warm, then set aside and let cool. (Peter loves this part!)</li><li>Can be made a day ahead and even taste great cold (hey, its bacon)!</li></ol>"
Easy Eclairs,6,45,https://www.foodista.com/recipe/5JFDVYRK/easy-eclairs,https://img.spoonacular.com/recipes/641955-556x370.jpg,816.51,50.3,28.4,72.76,"CHOUX PASTRY, 1/2 cup water, 1/2 cup full cream milk, 4 ounces butter, 1 tablespoon sugar, 1/2 teaspoon salt, 1 cup plain flour, 4 eggs, PASTRY CREAM, 2 cups milk, 1/2 cup sugar, 6 egg yolks, 2 tablespoons cornstarch, cup cream, 50 grams dark chocolate, chopped, GANACHE, GANACHE","CHOUX PASTRY Preheat oven to 180C. Line a baking tray with parchment or a baking mat. Combine water, milk, butter, sugar and salt in a saucepan and bring to a boil over medium heat. Stir in flour quickly and cook over low heat, stirring constantly until mixture pulls away from sides of pan cleanly and forms a ball. Transfer dough into a mixing bowl and using an electric mixer, beat on low speed to cool slightly, about 3 mins. Add eggs, one at a time, beating well after each addition. Cover bowl with plastic wrap and chill for at least 30 mins in the fridge. Dough may be stored, covered, for up to 24 hours in the fridge. Remove dough from fridge and fill into a piping bag. From this point on, you can pipe into rounds using a nozzle of your choice or cut a hole of about  1 1/2 cm at the tip of the piping bag and pipe into little logs of about 5 cm in length.... or longer if you want a bigger eclair. Bake in preheated oven for about 20 - 25 mins or until golden brown. Remove from oven and using the tip of a small knife (I used a chopstick), pierce a small hole to allow the steam to escape. This prevents the eclairs from going soggy on the inside. You can also do this step and place it into the oven for another 2 mins to dry it out. Allow to cool on a rack. PASTRY CREAM Place all ingredients into a saucepan and whisk until evenly combined. Place saucepan over medium heat and bring to a slow boil, stirring continuously. When mixture thickens into a paste, remove from heat. Transfer pastry cream into a clean, dry bowl and cover with plastic wrap to prevent a skin from forming. Allow to cool and then place in fridge until fully chilled. Note: pastry cream will thicken slightly when chilled. Use within 2 days. When chilled, fill pastry cream into piping bag fitted with a tube nozzle and fill eclairs through the hole/slit you have made earlier. Dip or drizzle the top of filled eclairs with chocolate ganache. Sprinkle with powdered sugar if desired. GANACHE Heat cream over medium heat in a saucepan until just about boiling. Do not boil. Remove from heat. Mix in chocolate pieces and stir until all chocolate has melted. Leave to cool. (Ganache will thicken when cooled). Can be kept in fridge. Remove and stand container in a bowl of warm water to soften before re-using."
Quick and Easy Scallop Pasta,2,45,https://www.foodista.com/recipe/DGFKSHLW/quick-and-easy-scallop-pasta,https://img.spoonacular.com/recipes/657554-556x370.jpg,754.85,42.85,17.78,63.38,"6 large scallops, patted dry and warmed to room temperature (about 30 minutes), 6 oz dry Japanese ramen noodles (available from Amazon), 3 large cloves garlic, minced, 2 T sesame oil, ¼ C sauvignon blanc white wine, 2 T unsalted butter, ¼ C grated Parmesan cheese, 1 dozen thin round chives, 6 uncut for plating, the rest left long for garnish, zest and juice from 1 lemon, sea salt, fresh ground pepper and granulated garlic","1. After patting the room temperature scallops dry, salt, pepper and apply granulated garlic to both sides. 2. Start the ramen noodles boiling. When boiled for 4 minutes, drain, rinse and shake dry. Reserve until needed. 3. Heat the oil to medium-high heat in a 12 inch non-stick saute pan. When hot, place the scallops in the pan and cook for three minutes on one side. Carefully turn them and cook for another three minutes then remove and reserve in a warming oven with the plates until serving. 4. Reduce the pan heat to medium and place the minced garlic in the pan. Cook for about 1 to 1  minutes. 5. Carefully pour in the wine and deglaze the pan, stirring up all of the little brown bits of scallop. Add the butter and stir to create the pan sauce. 6. Add back the pasta, chopped chives and grated Parmesan cheese and mix thoroughly."
Fresh Fruit Ice Cream,12,45,https://www.foodista.com/recipe/PSPPB2L4/fresh-fruit-ice-cream,https://img.spoonacular.com/recipes/643487-556x370.jpg,198.03,9.7,5.98,23.57,"1 cup Pureed or mashed fresh fruit (peaches, strawberries,, 1 1/2 pints Half-and-Half, 1 can (14-oz) sweetened condensed milk (not evaporated mi, 1 tablespoon Vanilla extract","<ol><li>In ice cream freezer container, combine all ingredients; mix well. Freeze according to manufacturers instructions. Freeze leftovers.</li><li>Ice Cream Maker Vanilla Ice Cream: Omit fruit and food coloring. Increase half-and-half to 4 cups. Proceed as above.</li><li>Refrigerator Freezer Method: Omit half-and-half. In large bowl, combine sweetened condensed milk and vanilla; stir in 1 cup pureed or mashed fruit and food coloring, if desired. Fold in 2 cups (1 pint) Borden Whipping Cream, whipped (do not use non-dairy whipped topping). Pour into 9x5-inch loaf pan or other 2-quart container; cover. Freese 6 hours or until firm.</li><li>Freeze leftovers.</li></ol>"
"Cauliflower, Leek and Cheddar Cheese Soup",4,45,https://www.foodista.com/recipe/ND5JQ3HL/cauliflower-leek-and-cheddar-cheese-soup,https://img.spoonacular.com/recipes/637323-556x370.jpg,369.37,22.98,11.66,25.65,"1 head cauliflower, Trimmed and broken into florets, 1 1/2 cups leek, cleaned and thinly sliced, 1 tablespoon olive oil, 1 1/2 tablespoons thyme, fresh leaves, 2 cloves garlic, chopped, 1 teaspoon Worcestershire sauce, 32 ounces vegetable broth, 12 ounces fat free evaporated milk, 1 cup cheddar cheese, shredded, 4 tablespoons cheddar cheese, shredded for garnish","Heat olive oil in large saucepan over medium heat. Add leeks. Cook 5 minutes until softened. Add cauliflower, garlic, thyme, Worcestershire sauce and vegetable broth. Simmer for 30  40 minutes over medium low until vegetables are very tender. Remove from heat and either blend with an immersion blender, or in batches in a blender. If you use a blender, return the mixture to the pan and add evaporated milk and cheese. Cook over medium heat for 3  5 minutes to melt cheese. Serve topped with a sprinkle of cheddar cheese."
Hush Puppies,6,30,https://www.foodista.com/recipe/7C3ML7TP/addy-s-hush-puppies,https://img.spoonacular.com/recipes/1098392-556x370.jpg,249.82,6.92,1.44,40.05,"1 small onion – chopped fine, 1½ cups cornmeal, ½ cup flour, 1 tablespoon baking powder, ½ tsp. salt, 1 egg, 3/4 cup milk, Oil for frying","<p>Place the cornmeal, flour, baking powder and salt into a large mixing bowl and stir.</p><p>Crack the egg into a medium mixing bowl and beat it with a fork until it is well mixed.</p><p>Add the chopped onion pieces and milk to the egg and mix well.</p><p>Stir the egg, milk, and onion pieces into the cornmeal and flour mixture.</p><p>Place about 2-3 inches of oil in a deep-fat fryer or skillet over medium-high heat.</p><p>When the oil is hot, carefully drop the batter into the pan. Use one heaping teaspoon of batter for each hush puppy.  You may fry 5-6 hush puppies at once.</p><p>The hush puppies will sink into the hot oil.  Then they will rise to the top.  After 1-2 minutes, the hush puppies will be golden brown.</p><p>Use a slotted spoon to remove the hush puppies.  Let them drain on paper towels.</p>"
Wholesome Spelt Waffles,12,45,https://www.foodista.com/recipe/JPQW3KK2/wholesome-spelt-waffles,https://img.spoonacular.com/recipes/665307-556x370.jpg,144.47,6.68,0.95,15.95,"2 cups spelt flour, 1 tablespoon baking powder, 1/4 teaspoon salt, 2 eggs, 1 cup milk, 3/4 cup seltzer water, 1/4 cup oil","Preheat your waffle iron. Mix the dry ingredients on a large bowl. Then whisk in all the wet ingredientuntil smooth. Scoop the batter onto the waffle iron and close. Cook for 2-5 minutes, then repeat. Make 12-  4 inch waffles."
Basil Infused Balsamic Oven Baked Chicken,1,45,https://www.pinkwhen.com/basil-infused-balsamic-oven-baked-chicken/,https://img.spoonacular.com/recipes/730914-556x370.jpg,543.55,29.85,8.71,10.42,"3 (Tbsp) balsamic vinegar, organic chicken breast (because it's healthy!), mozzarella cheese, 3 (Tbsp) basil olive oil, tomato","Place into the oven and bake for 40 minutes. Cover with mozzarella cheese and place back into the oven for 10 additional minutes. Use a thermometer make sure the internal temp is 160 for the chicken to be fully cooked. If not, allow to cook for a few additional minutes until the desired temp is reached.Allow to cool slightly and serve with your favorite salad.Basil Infused Balsamic Oven Baked ChickenI LOVE this recipe. If you want to join in on the Simple Fit Forty Lifestyle campaign we are kicking off here on PinkWhen, then make sure you sign up for the newsletter and stay up to date. You can also follow along in our private Facebook community, Simple Fit Forty Lifestyle, where we will be sharing all things fit an healthy and motivating each other along the way.JOIN 500,000 SUBSCRIBERS!Join over 500,000 others who follow PinkWhen on Social Media, the PinkWhen blog, and email. Sign up to receive exclusive bonuses like this FREE Simple Fit Dinners Ebook.Don't wait! You won't want to miss a thing.Success! Now check your email to confirm your subscription and download your FREE ebook.There was an error submitting your subscription. Please try again.First NameEmail AddressSubscribePowered by ConvertKit"
Homemade Chewy Granola Bars,12,45,https://www.foodista.com/recipe/XX583T3Z/homemade-chewy-granola-bars,https://img.spoonacular.com/recipes/646941-556x370.jpg,517.99,26.29,10.7,66.23,"1 cup packed brown sugar, 2/3 cup peanut butter, 1/2 cup light corn syrup, 1/2 cup butter, melted, 2 teaspoons vanilla, 3 cups quick cooking oats, 1/2 cup coconut, 1/2 cup sunflower nuts, 1/2 cup dried cherries, cup wheat germ, 2 tablespoons sesame seeds, 1 cup chocolate chips","Grease 13 x 9 inch pan. In large bowl, combine brown sugar, peanut butter, corn syrup, butter and vanilla; blend well. Stir in remaining ingredients. Press mixture evenly into pan. Bake at 350 degrees for 15-20 minutes or until light golden brown. Cool completely and cut into bars. Store tightly covered."
Royal Wedding Pear and Coriander Scones,8,45,https://www.foodista.com/recipe/FS6V8XD5/royal-wedding-pear-and-coriander-scones,https://img.spoonacular.com/recipes/658850-556x370.jpg,284.2,16.24,8.99,32.84,"1 pear, peeled, cored and chopped, 2 cups of gluten-free flour, 1 teaspoon xanthan gum), 1 teaspoon baking soda, 1 tablespoon baking powder, 1/2 teaspoon salt, 8 tablespoons cold unsalted butter, cubed, 1/4 cup sucanat, 2 eggs, separated, 1/2 cup sour cream, 1 teaspoon coriander","Preheat your oven to 400. In a large bowl, whisk together flour, soda, powder and salt. Cut in the butter with your fingers until grainy, like cornmeal. Add sugar and whisk in. Add pear and toss in. Make a well in the center and fill with 1 egg and sour cream.  Mix in with a fork until the dough comes together. Turn out onto a floured board and knead slightly until smooth.  Roll into a log and cut into 8 triangles and place on an ungreased cookie sheet. Place the coriander between two pieces of wax paper and gently break with a rolling pin until crushed.  Try not to lose yourself in the gorgeous fragrance! Gently wash the tops of the scones with the remaining beaten egg and sprinkle with coriander. Bake for 16 minutes or until browned on top."
Ginger Lentils With Carrots and Fresh Herbs,6,45,https://www.foodista.com/recipe/HXJNP3XD/ginger-lentils-with-carrots-and-fresh-herbs,https://img.spoonacular.com/recipes/644593-556x370.jpg,161.8,3.08,0.43,25.83,"1/2 avocado, 1 large carrot, 1 tablespoon of cumin seeds, 1 tablespoon of fresh grated ginger, Chopped fresh mint leaves, 1 Juice of lemon, 1 cup of lentils, 1 tablespoon of raw honey, Sea SALT","<ol><li>Peal and slice the carrot. Sautee the carrot slices with the cumin</li><li>Seeds for 15 minutes. Remove from fire and let cool. Meanwhile, peal</li><li>And grate the ginger, mix it with the juice of 1 lemon, raw honey,</li><li>Fresh mint and salt. Taste it and adjust it to taste. Mix the carrots,</li><li>Lentils,  a cabed avocado and dressing and enjoy!</li></ol>"
A Refreshing Drink To Welcome You All,6,45,https://www.foodista.com/recipe/8XQZRM44/a-refreshing-drink-to-welcome-you-all,https://img.spoonacular.com/recipes/631913-556x370.jpg,42.6,0.47,0.08,12.49,"2 cups of fresh mint leaves, 6 large lemons, 1 Kg of sugar, 1 liter of water, 1/2 teaspoon of freshly grated ginger, A pinch of green color (food grade)","Pick the mint leaves and wash it in running water. Clean and grate the ginger. Heat water in a vessel and add sugar to it. Let the sugar dissolve; filter the sugar syrup with a thin muslin cloth. Boil it further on medium heat till the syrup becomes a bit thick, about 20 minutes. Take off heat and cool the syrup. Now add the mint leaves, grated ginger and juice of lemons. Leave it aside for 4-5 hours to let the mint flavor seep into the syrup. Add green color if required. Store the concentrate in a clean glass bottle. To make the drink, pour about 1 tbsp. of the concentrate and add water to suit your taste. Top it with crushed ice and serve the refreshing Minty-lemony drink."
Shrimp and Cucumber Lettuce Wraps With Fresh Dill,8,45,https://www.foodista.com/recipe/PH5ZSV25/shrimp-and-cucumber-lettuce-wraps-with-fresh-dill,https://img.spoonacular.com/recipes/659929-556x370.jpg,30.07,0.35,0.05,2.51,"8 ounces of large uncooked shrimp (peeled, tails on), thawed, 1/4 cup chicken, seafood, or vegetable broth, 4 cloves garlic, minced, 2 tablespoons white wine vinegar, 1 English cucumber, diced or 2 regular cucumbers peeled and diced (about 2 to 2 ½, 2 tablespoons chopped fresh dill, 1 juice from small lemon (about 2 T), salt and pepper to taste, 8 pieces of green/red leaf or butter lettuce","Place chicken broth in a skillet and heat to medium-high heat. Add garlic. Cook for a minute or so, then add shrimp. Cook until shrimp are pink and opaque, about 3-5 minutes. Remove shrimp from pan and set aside to cool. Add vinegar to skillet and let the sauce reduce to about a third. When shrimp are cool enough to handle, remove all the tails and chop coarsely. Combine chopped shrimp in a medium bowl with reduced pan juices/garlic, diced cucumber, dill, lemon juice, and a few pinches of salt and pepper. Spoon filling into lettuce leaves, sprinkle with a little cheese, and serve."
White Chocolate Cherry Hand Pies,10,45,https://www.foodista.com/recipe/T22BGDFV/white-chocolate-cherry-hand-pies,https://img.spoonacular.com/recipes/665170-556x370.jpg,410.11,24.17,10.62,41.79,"Pie Crust, 1 ¼ cups whole wheat flour, 1 ¼ cups all purpose flour, 2 Tbsp. brown sugar, ½ Tsp. salt, 4 Tbsp. cold unsalted butter, ¼ cup fat free Greek yogurt, 3 Tbsp. sunflower oil, 4 Tbsp. ice water, 1 egg white, 8oz cream cheese, softened, 1 cup pitted cherries, fresh or frozen, 1 Tsp. vanilla extract, ¼ cup white chocolate chips","Prepare the pie crust first. In a large bowl sift together flours, sugar and salt. Cut the butter into small pieces and add to the bowl. Rub the butter into the flour mixture with your hands until the pieces are small but still visible. Add oil and yogurt to the bowl and stir with a fork to combine. Knead the dough for one minute in a bowl. It will still be fairly crumbly. Transfer to a floured surface and continue to knead until you can form a ball of dough. Divide the dough in half and flatten into two discs. Wrap in cellophane and refrigerate at least one hour. While the dough chills, create the filling. Add all ingredients to a food processor and pulse until smooth. Refrigerate until ready to use. Preheat oven to 400. Line a cookie sheet with parchment paper and set aside. When the dough is chilled, remove from the fridge and unwrap. Flour a large, smooth surface. Roll both balls of dough until they are each about  inch thick. Use a cookie cutter to cut heart shapes or use a biscuit cutter/large glass to cut circles. Place half of the pie hearts onto the prepared cookie sheet and add one teaspoon of pie filling to the centre of each one. I added personalized messages to each pie using letter stamps I bought at a craft store. I stamped love be mine and honey on the heart shaped dough that would act as the tops of the pies. Wet your finger and paint it along the edges of each cut out. Place a second dough heart on top of the filling and press down along the edges to secure. Use the tines of a fork and press down along the edges to contain the pie filling. Brush a small amount of egg white on the top of each pie. This will give a nice golden colour to the pies. Bake for 20 minutes. Makes 10-12 mini pies (depending on the size of your cookie cutter. Mine was about 3  inches wide)"
Easy Chicken with White Wine Sauce,4,45,https://www.foodista.com/recipe/Y7KMH5RY/easy-chicken-with-white-wine-sauce,https://img.spoonacular.com/recipes/641912-556x370.jpg,248.03,7.21,1.3,3.04,"2 packets Swanson® Flavor Concentrated Chicken Broth, 1 cup dry white wine, 1 tablespoon chopped fresh thyme leaves, 1 tablespoon olive oil, 1 shallot, minced, 1 1/4 pounds skinless, boneless chicken breast halves",<ol><li>Heat the oil in a 10-inch skillet over medium heat.  Add the chicken and cook for 10 minutes or until well browned on both sides.  Remove the chicken from the skillet.</li><li>Add the shallot and thyme to the skillet and cook and stir for 30 seconds.  Stir in the wine and cook for 2 minutes or until the mixture is reduced by half.  Stir in the concentrated broth.  Return the chicken to the skillet.  Cook for 5 minutes or until the chicken is cooked through.</li></ol>
Green Beans with Garlic Chips,4,45,http://www.foodista.com/recipe/4D3H7QM3/green-beans-with-garlic-chips,https://img.spoonacular.com/recipes/645416-556x370.jpg,177.96,13.08,4.65,14.6,"1 tablespoon apple cider vinegar, 3 garlic cloves thinly sliced, 1 1/2 pounds green beans, trimmed, 2 tablespoons extra-virgin olive oil, Slavosalt seasoning – or salt and pepper, 2 tablespoon unsalted butter + ½ teaspoon, 1 tablespoon white balsamic vinegar, ½ yellow onion, sliced","<ol><li>Heat the oil with the garlic in a heavy skillet over medium heat. Cook stirring occasionally, until the garlic is golden. Remove the garlic from the skillet with a slotted spoon and transfer to a paper towel.</li><li>Add the butter to the oil in the skillet and heat over medium heat. Add the onions, salt and pepper and saut, until the onions are translucent and starting to turn golden.</li><li>Add the beans and continue cooking stirring occasionally. Stir in both vinegars and season with salt and pepper to taste.</li><li>Transfer the beans to a serving dish and sprinkle with the garlic chips.</li></ol>"
Meyer Lemon Ricotta Pancakes with Blackberry Compote,2,45,https://www.foodista.com/recipe/N3C4RBBB/meyer-lemon-ricotta-pancakes-with-blackberry-compote,https://img.spoonacular.com/recipes/651765-556x370.jpg,616.06,28.24,15.29,61.4,"3/4 cup all purpose flour, 1 6 ounce container fresh blackberries, butter, 3 large eggs, separated, 1/2 tablespoon granulated sugar, 1 1/2 tablespoons granulated sugar, 1/2 teaspoon Meyer lemon zest, Zest from 1 Meyer lemon, 2 tablespoons Meyer lemon juice (from 1 Meyer lemon), 1 cup ricotta, pinch of salt, 1/4 cup water","<ol><li>In a small saucepan over medium heat, add the blackberries, Meyer lemon zest, sugar, and water.</li><li>Stir to combine and cook until the water starts to thicken and the berries lose their shape, stirring occasionally. This should take about 10 minute.</li><li>Remove from the heat and set aside.</li><li>In a medium bowl, whisk together the ricotta cheese, Meyer lemon zest, juice, sugar and egg yolks.</li><li>Gradually stir in the flour until just combined.</li><li>Using a stand or hand mixer, whisk the egg whites with a pinch of salt until stiff peaks are formed.</li><li>Take a large spoonful of the eggs whites and stir it into the batter. With the remaining eggs whites, fold in half, slowly turning the bowl while you fold. It is fine if there are some white streaks left in the batter before you add the second half. Fold in the remaining eggs white and set the batter aside while you heat up a griddle or non-stick pan on medium heat.</li><li>Add some butter to the pre-heated pan, and swirl to coat.</li><li>Add about a 1/4 cup of batter and cook until bubbles start to form on the top and the edges begin to brown slightly.</li><li>Flip the pancakes and cook for an additional minute.</li><li>Remove and keep warm, while you repeat with the remaining batter.</li><li>Serve the pancakes with the blackberry compote and if you like a little pure maple syrup.</li></ol>"
Linguine and Clams In Garlic White Wine Sauce,6,45,https://www.foodista.com/recipe/RKSQDFS4/linguine-and-clams-in-garlic-white-wine-sauce,https://img.spoonacular.com/recipes/650122-556x370.jpg,458.81,9.36,5.38,62.04,"10 cloves garlic, smashed, 5 dozens little neck clams, scrubbed under cold running water, 2 cups white wine, 2 pinchs large of crushed red pepper flakes, 1 pound linguine, 2 tablespoons unsalted butter, 2 tablespoons chopped Italian parsley, plus additional for garnish, 2 tablespoons chopped fresh oregano leaves, plus additional for garnish, 1 cup finely grated Parmigiano-Reggiano, optioinal, Kosher salt (I did not need any)","Coat a large saute pan (I used a 6 quart stock pot, as she does on the show) with olive oil and add 5 garlic cloves and a pinch of red pepper flakes. Bring pan to medium high heat and cook until garlic becomes golden brown. (Meg note: I happen to love garlic and flipped the smashed garlic over to brown on the other side, wanting to get as much garlic flavor as I could.) When garlic is golden brown and very aromatic, remove it and discard (it has fulfilled its garlic destiny). Put 3 1/2 dozen clams in the pan and add the wine. Cover the pan a bring to a boil over medium heat. Cover and cook until the clams open up, about 10 minutes. Using a slotted spoon, remove the clams from the pan and set aside. Pour the cooking liquid into a measuring cup and set aside. Bring a large pot of water to a boil over medium heat. (Meg note: I usually salt my pasta water, but the cooking liquid was on the salty side so I skipped, figuring it is easier to add the salt in later than take it out.) Mince remaining smashed garlic cloves. Coat same saute pan again with olive oil and add garlic and another pinch of red pepper flakes. Bring pan to medium-high heat and cook garlic for a minute or two (dont let it get brown). Add the remaining raw clams and reserved clam cooking liquid to the pan. When adding the liquid, be sure to check for sand and grit in the bottom, you may lose the last couple of tablespoons of juice but that is better than sand in your pasta! (Meg note: even though I followed the directions, next time I might strain the juice through a paper towel lined sieve to make sure all of the sand and grit is out, before adding it back into the pan.) Cover and cook until the clams open. While clams are cooking, drop the linguine into the salted boiling water and cook until the pasta is very al dente  maybe a minute or so less than the box directs. Remove the cooked clams in their shells from the pan and keep warm. Add the butter and cooked clams that have been removed from their shells back to the pan. Bring the liquid to a boil and toss in the cooked pasta and the herbs. Cook the pasta together with the sauce until the sauce clings to the pasta. Turn off the heat and toss in the grated parmigian-reggiano, if using. Stir vigorously to combine. Divide the pasta into serving dishes and garnish with clams that are still in their shells and some chopped herbs. Note: Purchase shellfish thats sold in mesh bags. If you buy clams or mussels that are in plastic bags, you may be getting dead shellfish. The plastic makes them suffocate."
White Chocolate Mocha Cookies,48,25,https://www.foodista.com/recipe/LPK66SQS/white-chocolate-mocha-cookies,https://img.spoonacular.com/recipes/665185-556x370.jpg,58.77,2.22,1.23,8.82,"2 cups AP flour, 1 teaspoon baking soda, 1/2 cup cocoa powder, 3 eggs, at room temperature, 2 tablespoons instant coffee or espresso powder, 1/4 teaspoon salt, 1/2 cup semi-sweet chocolate chips, 1/2 cup sugar, 2 tablespoons unsalted butter, melted, 1 teaspoon vanilla extract, 1/2 cup white chocolate chips","<ol><li>Preheat oven to 350.</li><li>Cream butter, sugar, eggs and vanilla until fluffy. Add flour, cocoa powder, coffee powder, baking soda, and salt and mix until combined. Fold in chocolate chips.</li><li>Roll dough into balls; coat with sugar (optional), and set on baking sheet or Silpat. Bake at 350 for 8-10 minutes. If your cookies are too rounded, immediately after taking the cookies out of the oven, press down on the cookies lightly with a measuring cup or the bottom of a cup.</li></ol>"
Boozy Bbq Chicken,6,45,http://www.foodista.com/recipe/2ZPN8F4S/boozy-bbq-chicken,https://img.spoonacular.com/recipes/635675-556x370.jpg,725.28,32.78,7.07,72.28,"1/4 cup beer or white wine, 12 ounces can of your favorite beer (I sugggest Hefeweizen's complementary fruity flavor), Large head broccoli, 1 1/2 cups slow cook brown rice, 12 cherry tomotoes, 3/4 cup Dijon mustard, 1 tablespoon fresh ginger or 1 tbsp wet ginger from a jar (no powder!), 1 tablespoon clove fresh garlic (minced) or 1 wet garlic from a jar (no powder!), 1 green pepper, 2 tablespoons fresh ground pepper, 1 juicy lemon, 1/4 cup low sodium soy sauce, 2 tablespoons molasses, 12 bite sized mushrooms, 1/4 cup olive oil, 1 large orange, 1/2 cup orange juice (or tablespoon/mash another orange, 1/2 teaspoon pepper, 1 red pepper, 1 red onion, 1/2 cup Newman's Own Low-Fat Italian Salad Dressing, 1 tablespoon salt, 2 tablespoons Sriracha or Tabasco sauce, 3 1/2 cups water, 1/4 cup white wine, 1 whole chicken (about 3 lbs), Wooden skewers, Wooden skewers","<ol><li>DIRECTIONS:</li><li>Open beer start to drink.</li><li>Soak wooden skewers in a shallow dish filled with water. In a large glass or ceramic dish, mix orange juice, olive oil, wine, soy sauce, Sriracha or Tabasco sauce, molasses, garlic, ginger and pepper.</li><li>Cut orange, peppers, onion & broccoli into large bite-sized chunks (at least 1"" thick) and place in the dish.</li><li>Add mushrooms and tomatoes.</li><li>Stir veggies in marinade to coat.</li><li>Cover and refrigerate while you prep chicken.</li><li>Warm outdoor grill to medium heat.</li><li>Rinse chicken and pat dry with paper towel (toss that towel!).</li><li>In small bowl mix mustard, salt and pepper. Brush chicken with mustard mixture.</li><li>Wash your hands and go stir those veggies so all sides absorb the marinade.</li><li>When beer is half empty, refill can with salad dressing and squeeze in juice from 1/2 lemon.</li><li>Put can on a disposable baking sheet. Place upright chicken on can like a stand, inserting can into cavity of chicken.</li><li>Place baking sheet with beer and chicken on the preheated grill.</li><li>Cover. Set your time for 1 hour.</li><li>Start on a second beer or that remaining white wine.</li><li>In a medium saucepan, pour rice, water, and 3-4 splashes of your beverage (about 1/4 cup) into medium sauce pan.</li><li>Bring to a boil, stir and reduce heat to low.</li><li>Cover with lid and cook for 25-30 minutes.</li><li>Back to the kebabs.</li><li>Remove veggies from fridge and using the sharp end of the skewer begin threading.</li><li>Distribute veggies evenly onto 6-8 skewers.</li><li>Check rice: It's done when all liquid is absorbed but before it starts sticking to the bottom of the pan.</li><li>Turn off heat under the rice and let it sit.</li><li>Go back to grill.</li><li>You should be at about an hour on the chicken.</li><li>Carefully slice in to see meat has gone from pink to white.</li><li>Remove from grill</li><li>Allow to cool for at least 15 minutes so you don't burn the hell out of yourself cutting it into pieces for your guest(s).</li><li>In the meantime throw those kebabs directly on the grill.</li><li>Flip them over after about 5 minutes to get the other side and allow to cook for another 5-8min.</li><li>Kebabs are done when veggies are al dente (softened but still firm).</li><li>Turn off grill and remove from heat.</li><li>Put rice in a serving dish, and chicken pieces and full skewers on a platter. Squeeze remaining lemon juice over chicken.</li><li>Let people serve themselves.</li><li>Eat, drink and be merry!</li><li>DW | Food and Drink</li></ol>"
Salmon Butternut Squash Corn Chowder,4,45,https://www.foodista.com/recipe/QMRHYRGG/salmon-butternut-squash-corn-chowder,https://img.spoonacular.com/recipes/659056-556x370.jpg,326.14,11.93,4.53,37.83,"1 butternut squash, peeled and cut up into squares, 1 large carrot, cut up, 3 ears of corn, 1 bunch of fresh dill, 1/4 cup of heavy cream, 2 tablespoons finely diced red onion, 12 ounces of salmon, chopped with a sharp knife, salt and pepper, 3 sprigs of scallions, cut up, 1/4 cup water","<ol><li>Pour water into a medium-size soup pot and start boiling on a low flame. Chop up the onions, butternut squash, carrots, corn, along with the scallions and dill and add them to the pot. Cover and let cook on a low flame for 30 minutes. Taste and add salt and pepper. Cut up the salmon and add it to the soup, along with the cream. Let cook for another 20 minutes, taste again and enjoy!</li></ol>"
Quick N' Easy Basil Pesto,8,45,https://www.foodista.com/recipe/BPRJNCSL/quick-n-easy-basil-pesto,https://img.spoonacular.com/recipes/657610-556x370.jpg,155.15,14.14,2.46,3.7,"8 cups of fresh basil leaves loosely packed, 1/2 cup olive oil, 3/4 cup Heaping of pine nuts, 2 cloves of garlic coarsely chopped, 3/4 cup grated Parmesan cheese","In a food processor, alternate adding ingredients until blended smooth. Add more olive oil if the pesto isnt the correct consistency. Use the pesto with 24 hrs or freeze scoops in plastic wrap lined muffin cups for later use."
