Title,Servings,Ready in (minutes),Source URL,Image,Calories,Carbs (g),Fat (g),Protein (g),Ingredients,Instructions
{No Bake} Cinnamon Butterscotch Energy Bites,14,45,https://www.foodista.com/recipe/HJWM6JX2/no-bake-cinnamon-butterscotch-energy-bites,https://img.spoonacular.com/recipes/665822-556x370.jpg,276.64,17.58,3.46,23.51,"2 tbsp brown sugar, ¼ cup butterscotch chips, ½ cup crisp rice cereal, 2 tbsp ground flax seed, ¼ cup honey, 1 cup oats, peanut butter, 2 tbsp protein powder, ½ cup ground oats","<ol><li>Grind  cup oats in blender. Combine cereal, whole oats, ground oats, protein powder, and ground flax in a bowl. In a microwavable safe bowl, mix together brown sugar, peanut butter, and honey and heat in the microwave in 15 second intervals, stirring intermittently, until melted. Pour liquid mixture into dry mixture and stir to combine. Refrigerate 30 minutes. Remove from fridge and roll into balls, then press butterscotch chips into each ball.</li></ol>"
Seared Scallops With Wilted Greens,4,45,https://www.foodista.com/recipe/RBGBTH6B/seared-scallops-with-wilted-greens,https://img.spoonacular.com/recipes/659679-556x370.jpg,271.37,17.7,6.03,8.09,"1 tablespoon butter, 3 cloves garlic, minced, 2 bunchs of kale (chard, beet greens…), 1 tablespoon extra-virgin olive oil, 1 tablespoon Red wine vinegar, Salt and pepper, 16 large sea scallops, 2 shallots, sliced thin, 1 tablespoon soy sauce, 3 slices of thick-cut bacon cut into pieces","<ol><li>Slice the kale stems into thin pieces and the leaves into larger strips. Heat a large, deep pan to medium-high.</li><li>Add the bacon a cook 3-4 minutes.  Then add the shallots and cook until soft3 more minutes.</li><li>Next add the garlic, and kale STEMS.</li><li>Cook another 4-5 minutes before adding the leaves.  Toss until wilted over the heat. Add the soy sauce, vinegar, then salt and pepper to taste.  Keep warm.</li><li>Heat an iron skillet to high.  Dry the scallops thoroughly, then salt and pepper.</li><li>Add the oil to the pan and swirl around.  When it starts to smoke, quickly add the scallops.</li><li>Cook on high for about 1-2 minutes.</li><li>Flip the scallops and add the butter.  Spoon the butter over the scallops as they cook another 1-2 minutes. Serve over warm greens.</li></ol>"
Watching What I Eat: Peanut Butter Banana Oat Breakfast Cookies with Carob / Chocolate Chips,16,45,http://watching-what-i-eat.blogspot.com/2012/06/peanut-butter-banana-oat-breakfast.html,https://img.spoonacular.com/recipes/945221-556x370.jpg,103.19,5.38,1.32,11.25,"2 ripe bananas, mashed until smooth & creamy, 1 tsp butter flavor extract ** (optional), 1/4 cup carob or chocolate chips (**optional), 1/3 cup peanut butter - creamy or chunky, 1/4 cup chopped nuts (peanut, walnut, or your favorite), 1 1/2 cups quick oatmeal - uncooked (or use old fashioned oats for more oatmeal texture), 2/3 cup unsweetened applesauce, 1 tsp vanilla extract, 1 scoop vanilla protein powder ** (can be made without, cookie will just be lower in protein)","Preheat heat oven to 350 degrees.In a large bowl, mix mashed banana & peanut butter until completely combined then add in the applesauce, vanilla protein powder & the extract(s) ~ mix again until all are completely combined.Add in the oatmeal & nuts to the banana mixture & combine. (** add the optional carob / chocolate chips at this time if you want them mixed throughout)Let dough rest for 10 minutes.Drop cookie dough, by spoonfuls, onto a parchment paper lined cookie sheet & flatten cookies into circles. (** if you just want the carob / chocolate chips on the top of the cookies, add now)Bake cookies approx. 20-30 minutes (some like their cookies less cooked, some cooked more - try it both ways to find which works best for your tastes) or until golden brown & done. Remove from oven & let rest on cookie sheet for 5 minutes, then move to cooling rack. (if you want the traditional fork tong marks on the cookies, use a pizza cutter or sharp knife to score the tops of the cookies while they're still warm)When cookies are completely cool, store in a covered container. Enjoy!...or with a cuppa tea."
Easy Turtle Pumpkin Pie,4,45,https://www.foodista.com/recipe/5M7CCPQS/no-bake-turtle-pumpkin-pie,https://img.spoonacular.com/recipes/642133-556x370.jpg,760.92,53.55,31.84,68.37,"1 package gluten free chocolate sandwich cookies (aka Oreos), 1/3 cup butter, melted, 1 1/2 cup heavy whipping cream, 2 Tbsp sugar, 2 Tbsp caramel sauce, 2 Tbsp chopped pecans, 2 (3.4 oz) packages instant vanilla pudding, 1 cup milk, cold, 1 cup pumpkin puree (canned is fine), 1/2 tsp cinnamon","Preheat oven to 350F. In a large mixing bowl or the bowl of a stand mixer, combine cream and sugar. Beat until stiff peaks form and set aside. To make the crust, place cookies and butter in a food processor, pulse until finely ground. Press into a 9-inch pie plate and bake at 350F for 10 minutes. Set aside to cool. Combine pudding mix, pumpkin, milk and cinnamon in large bowl until well combined. Fold in half of the whipped cream and pour into your prepared crust. Top pie with the remaining whipped cream, drizzle with caramel sauce and sprinkle the pecans on top. Refrigerate for at least 1 hour (or overnight) before serving. * You can also try make this in a springform pan, but I would recommend popping the cake in the freezer before unmolding/serving -- just be sure not to let it warm up too much or it might start to collapse!"
Sausage & Pepperoni Stromboli,6,28,http://asouthern-soul.blogspot.com/2014/11/sausage-pepperoni-stromboli.html,https://img.spoonacular.com/recipes/776505-556x370.jpg,691.74,46.01,18.63,37.19,"1 egg, 1 lb Italian sausage, 1 cup shredded Parmesan cheese, 1 package sliced pepperoni, 1 ball or roll of pizza dough (homemade is great but I used store-bought), 2 cups pizza sauce, 1 cup shredded mozzarella cheese","<p>Cook Italian sausage in a medium skillet until browned. Drain on paper towels and crumble into small pieces.</p><p>Heat oven to 450 degrees.</p><p>Place parchment paper on a baking pan and lightly flour. Roll dough out to form a large rectangle.</p><p>Brush a thin layer of pizza sauce on dough. Layer on crumbled sausage then mozzarella cheese.</p><p>Place pepperoni slices on top of cheese then sprinkle with 3/4 cup Parmesan cheese.</p><p>Gently roll in short sides of dough to form a seal around filling.</p><p>Starting on long side of dough, carefully roll into one third of Stromboli. Using parchment, roll dough again until reaching opposite end. Pinch together and place seam side down.</p><p>Mix egg with 1 tablespoon of water. Brush egg mixture over Stromboli and sprinkle with remaining 1/4 Parmesan cheese.</p><p>Place in oven and IMMEDIATELY TURN OVEN DOWN to 350 degrees.</p><p>Bake for approximately 18 minutes. Remove from oven and let rest for 10 minutes. </p><p>Test center of turnover. If dough is not completely cooked, slice Stromboli in half and bake for additional 5-8 minutes.</p><p>Serve with warm pizza sauce</p>"
Brownie Cheesecake,12,45,https://www.foodista.com/recipe/DHPVY2XZ/brownie-cheesecake,https://img.spoonacular.com/recipes/636325-556x370.jpg,530.43,37.09,21.13,45.53,"1-1 1/2 cups dry chocolate cake or cookie crumbs, depending on how much crust you like, 2 pounds cream cheese, at room temperature, 2 eggs, 1 1/2 cups granulated sugar, @16 1/2- 3/4 inch brownies, A pinch of salt, 1/2 cup sugar (add another 1/4 to 1/2 cup if you like it sweet), 1/2 cup unsalted butter, 1 teaspoon vanilla","<ol><li>Mix the crumbs, sugar and butter together in a large mixing bowl, until the crumbs clump together when gathered in your fist</li><li>Pat the crumbs in an even layer in the bottom of an 8 x 3 inch springform pan</li><li>Place the pan in a 325 degree oven and bake for 10 minutes, until the crust is firm.</li><li>Allow the crust to cool completely on a rack.</li><li>Wrap the pan with the crust twice with heavy duty aluminum foil</li><li>Place the sugar, then the cream cheese, vanilla and salt in the large bowl of a stand mixer. Mix on low speed, until the cream cheese is completely smooth. BTW, I use Philadelphia Cream Cheese as I find it the smoothest.</li><li>Add the eggs, one at a time, mixing them in completely after each addition.</li><li>Pour one third of the cream cheese mixture into the prepared pan. Add a third of the browinies, then pour in another third of the cream cheese mixture. Repeat with anothe third of the brownies, then pour on the remianign cream cheese mixture. Stick the rest of the brownies into the top of the cheesckae, pushing them down into the mixture slightly.</li><li>Place the preapred and filled pan in a larger pan, then pour in enough hot water to come up to half of the pan's height.</li><li>Bake at 325 degrees for about 1 1/4 to 1/2 hours, or until it is mostly set. Turn of the oven, then leave the cheesecake in the oven,placing  a large wooden spoon in the oven door, so that it remains slightly open. Allow the cheeecake to cool in the open oven for about an hour, then cool completley on a rack. When it's cool, wrap it very well, and cool in the refrigerator for several hours.</li><li>To unmold the cake, wipe the sides and bottom of the pan with a hot, damp towel. Run a thin metal spatula around the edge of the pan. Release the spring, then lift the cake still on the on the removable bottom from the sides of the pan. Flip the cake gently onto a cardboard round or flat platter, remove the bottom, then flip it over onto another cardboard round or flat serving platter.</li></ol>"
Easiest Breakfast Ever: Sunny Fruit Parfait,1,45,http://fullbellysisters.blogspot.com/2011/04/easiest-breakfast-ever-sunny-fruit.html,https://img.spoonacular.com/recipes/716433-556x370.jpg,127.75,0.82,0.14,32.41,"chopped organic apple, unpeeled (grated instead of chopped for very small children), organic raisins, sunflower seeds, plain yogurt, unsweetened (regular or greek)",
French Onion Marsala Soup,4,45,https://www.foodista.com/recipe/Y6YT6DKN/french-onion-marsala-soup,https://img.spoonacular.com/recipes/643362-556x370.jpg,515.08,33.94,17.7,27.24,"1/4 cup butter, 2 tablespoons olive oil, 4 cups onions, sliced, 3 (14 oz) cans beef broth, 1/2 cup marsala wine, 1 teaspoon dried thyme, salt and pepper to taste, 2 heaping tbsp sugar, 2 bags Texas Toast croutons, 8 slices provolone cheese, 2 slices Swiss cheese, diced, 1/4 cup grated Parmesan cheese","Melt butter with olive oil in a large pot over medium heat. Add onions and stir continually until translucent. Add beef broth, marsala and thyme. Simmer for 30 minutes. Add sugar and season with salt and pepper. Be careful not to over salt! Ladle soup into oven-safe bowls and place a handful of croutons in each. Sprinkle parmesan and swiss cheese and layer 2 slices of provolone on top. Place bowls on cookie sheet and broil in the preheated oven until cheese bubbles and browns."
Shrimp & Sausage Étouffée,6,45,https://www.foodista.com/recipe/7F7WJGPG/shrimp-sausage-etouffee,https://img.spoonacular.com/recipes/659909-556x370.jpg,365.99,20.98,5.59,14.72,"3 Celery Ribs, finely diced, 4 Garlic Cloves, minced, 1 Green Bell Pepper, finely diced, 4 cups low-sodium Chicken Stock, 1/4 cup olive oil, 1 Onion, finely diced, Parsley, finely chopped, 1 pound Raw Large Shrimp, peeled and seasoned, Salt & Pepper, Scallions, finely chopped, 1 teaspoon Cajun Seasoning Mix, 1 pound Turkey Sausage, sliced, 1/2 cup Unbleached Flour, 2 Tbs. Unsalted Butter","<ol><li>Prep everything beforehand. Dice the trinity (onion, celery, bell pepper), mince garlic, season shrimp with salt and pepper, etc.</li><li>In a medium-heated heavy pot or dutch oven, fry sliced sausage with a little olive oil and set aside.</li><li>In the same pot, add butter and about 1/4 cup of olive oil. When butter melts, quickly whisk in flour until fully incorporated. Using a wooden spatula, stir continuously (to prevent flour from scorching) until roux is brown, about 10 minutes.</li><li>Add trinity and garlic to the mix and cook for another 5 minutes or so. Make sure the roux doesn't stick to the bottom of the pan, so add more oil if you need to.</li><li>Now, add the stock to deglaze the pot for a couple of minutes. Then, sprinkle in the Cajun seasoning mix and bring to a boil. Let reduce uncovered, still in medium heat, for about 40 minutes or until liquid reaches a gravy-like consistency.</li><li>In the end, stir in the sausage slices and raw shrimp for a couple more minutes. When it returns to boil, turn off heat and re-season accordingly. Let simmer for another 5 minutes before serving.</li><li>To serve, plate a bed of rice and smother with etouffee. Garnish liberally with parsley and scallions.</li></ol>"
Milky Watermelon Drink,1,45,https://www.afrolems.com/2016/01/29/milky-watermelon-drink/,https://img.spoonacular.com/recipes/716252-556x370.jpg,193.39,8.18,4.85,23.61,"2 pieces of dates (remove the seeds), 7 tablespoons of evaporated milk, 1/4 teaspoon of grated ginger, 1/4 cup of crushed ice., 1 cup of blended watermelon","Blend all ingredients together till smooth and serve chilled.P:S – If you are wondering where to buy dates, check out supermarkets or the hausa traders at a market. They are more likely to have dates. Does anyone know what dates are called in Hausa? Please leave a comment and help others"
Cedar Smoked Asparagus Soup,4,45,https://www.foodista.com/recipe/V2NJ3QDT/cedar-smoked-asparagus-soup,https://img.spoonacular.com/recipes/637336-556x370.jpg,168.95,7.32,1.04,24.11,"1 cedar plank, for smoking (cooking grade with no varnish), 1 medium Bunch of Asparagus, 20-25 sized stalks, trimmed, 2 tablespoons Olive Oil, 1 teaspoon Balsamic Vinegar, 2 Leeks, white and light green parts only, well washed and finely diced, 2 Garlic Cloves, minced, 4 cups Vegetable stock, 1 medium Yukon Gold or Russet Potato, peeled and diced, teaspoon scant ¼ Salt, or to taste, 1 teaspoon Lemon Juice or to taste, optional","Submerge your cedar plank in water anywhere from 20 minutes to 4 hours, depending on the thickness and your timing. Preheat the grill over a medium high heat. Trim asparagus and lay in aluminum foil. Drizzle over balsamic vinegar and 1 Tablespoon of the olive oil; wrapping the foil to cover. Place the asparagus package on the cedar plank, reduce the flame and close the lid of the bbq. Grill for about 10  15 minutes, checking intermittently until tender. Meanwhile, heat the remaining oil in a large stockpot to sweat the leeks and garlic until soft and translucent but not browned; about 3  5 minutes. Add the diced potato and cover with the stock. Bring to a simmer and cook until the potatoes are softened. Remove the best spear tips from the asparagus and reserve for garnish. Roughly chop the remaining smoky asparagus, add to the simmering soup. Continue for another 3  5 minutes to cook through to merge flavours. Transfer soup to a food processor or using a immersion blender, combine until smooth. Season to taste with salt. Stir in lemon juice, if using.  Top each serving with reserved asparagus tips and drizzle over extra virgin olive, basil or leek oil."
Linefish Simmered In A Spiced Coconut Gravy,4,45,https://www.foodista.com/recipe/LHQTWRGL/linefish-simmered-in-a-spiced-coconut-gravy,https://img.spoonacular.com/recipes/650112-556x370.jpg,693.29,46.08,20.58,21.58,"4 cloves garlic, peeled and crushed, 1 thumb-sized piece of fresh ginger, grated, 1 1/2 teaspoons (7.5 ml) red chilli powder, 1 1/2 teaspoons (7.5 ml) turmeric, 1 teaspoon (5 ml) salt, 30 grams tamarind pulp, 100 mls vegetable oil, 1 1/2 teaspoons (7.5 ml) brown mustard seeds, 1 1/2 teaspoons (7.5 ml) fenugreek seeds, 2 whole cloves, 3 whole white cardamom pods, 1 thumb-length quill of cinnamon, 2 large onions, peeled and very finely chopped, 340 mls coconut milk, 2 teaspoons (10 ml) powdered cumin, freshly milled black pepper, a handful of chopped fresh cilantro, kilograms fresh, firm-fleshed white fish fillets, skinned and boned","Cut the fish into large chunks and place in a bowl. Add half the garlic and ginger (reserve the rest). Stir in the chilli powder, turmeric and salt, and toss well. Place in the fridge for 30 minutes. Soften the tamarind pulp in a cup of warm water for 20 minutes. Heat the oil in a large saucepan over a high flame. Add the mustard seeds, fenugreek, cloves, cardamom and cinnamon. Sizzle the spices in the hot oil until the mustard seeds pop. Add the onions and the reserved ginger and garlic. Fry briskly for 10 minutes, or until the onions are golden brown. Mash the softened tamarind pulp into its soaking water. Strain the liquid onto the onions and discard the pulp. Stir in the coconut cream and cumin. Simmer for 15 minutes. Tip the marinated fish cubes into the sauce and stir gently.     Simmer gently until the fish is just cooked (about 7 minutes). Serve hot, with chopped fresh cilantro and Basmati rice."
Sliced Baguette with Anchovy Chive Butter and Radishes,16,45,https://www.foodista.com/recipe/TBMVS4MV/sliced-baguette-with-anchovy-chive-butter-and-radishes,https://img.spoonacular.com/recipes/660243-556x370.jpg,135.04,6.67,3.83,15.5,"1 teaspoon anchovy paste, or to taste, 16 slices of baguette, Coarse kosher salt, 2 tablespoons chopped fresh chives, 10 radishes, trimmed and thinly sliced, 1/2 cup (1 stick) unsalted butter, room temperature","<ol><li>In a small bowl, mix butter with anchovy paste and 2 tablespoons chives; add more anchovy paste to taste, if desired.</li><li>Spread anchovy butter over 1 side of each baguette slice.</li><li>Top each baguette slice with radish slices, overlapping slightly to cover bread.</li><li>Garnish with additional chopped chives, sprinkle with salt and serve.</li></ol>"
Crock Pot Boneless Beef Ribs,4,45,https://www.foodista.com/recipe/HTSVQZN7/crock-pot-boneless-beef-ribs,https://img.spoonacular.com/recipes/640856-556x370.jpg,953.13,46.82,21.87,63.85,"1 1/2 cups Beef Broth, 4 pounds boneless Beef Ribs, 1/2 cup Packed Brown Sugar, 1/4 cup butter, 2/3 cup - Flour, 1 cup Ketchup, 1/2 cup Mustard, 1 onion, 1/2 teaspoon - Pepper, 2 teaspoons - Salt, 2 tablespoons -Tabasco sauce","<ol><li>In a large zippy bag place the flour, salt &amp; pepper, mix to combine. Add the ribs in batches and shake to coat. In a large frying pan melt the butter and brown the ribs on all sides, transfer the browned ribs to the bottom of a 5 qt crock pot. In the same frying pan combine the remaining items and bring to a boil, pour over the ribs. Cover and cook on low for 10-12 hours or until meat is tender and falling apart. Serve hot over mashed taters then ladle some of the sauce over top.</li></ol>"
Fall Classic: Carrot Cake,16,60,https://www.foodista.com/recipe/RRV8VGF2/how-to-bake-goodness-into-classic-fall-favourites,https://img.spoonacular.com/recipes/642551-556x370.jpg,361.73,9.37,3.75,67.06,"2 tsp baking powder, 2 tsp baking soda, ¾ cup packed brown sugar, ¼ cup butter, softened, 1 cup Crisco Vegetable or Canola Oil, 3 cups finely grated carrots (approx. 1 lb/454g), 2 tsp cinnamon, 4 eggs, 1 cup granulated sugar, 4 cups icing sugar, 1 cup regular or low fat cream cheese, softened, 1 tsp salt, 1 tsp vanilla extract, 2 cups whole wheat white flour","<ol><li>Preheat oven to 350F (180C) and grease two 9 (23cm) cake pans. Beat oil and sugars together in a large bowl until combined. Add eggs, one at a time, beating well after each addition. Next, combine flour, cinnamon, baking soda, baking powder and salt in a separate large bowl. Add flour mixture to egg mixture. Mix, just until combined. Fold in carrots. Divide batter evenly in prepared pans. Bake in preheated oven 25 to 30 minutes or until a toothpick inserted in centre of cake comes out clean. Cool in pans on wire cooling rack for 20 minutes. Remove from pans and cool completely on wire cooling rack.</li><li>For icing, cream butter and cream cheese in a medium bowl. Add icing sugar, one cup at a time. Beat well after each addition. Add vanilla. Continue beating until fluffy. Add 1 tbsp milk at a time to thin out icing if necessary. Place one cake on serving dish. Spread with icing. Top with remaining cake layer. Spread top with remaining icing.</li></ol>"
Awesome! No Bake ~ Macaroni and Cheese,16,45,https://www.foodista.com/recipe/DJBXLXPJ/awesome-no-bake-macaroni-and-cheese,https://img.spoonacular.com/recipes/633185-556x370.jpg,337.76,20.82,5.38,27.14,"1 bell pepper – chopped, Handful cilantro – chopped, 16 ounces container cottage cheese, 6 cloves garlic – crushed& chopped, 1/2 cup ketchup, 1 pound of you favorite macaroni, 1/2 cup milk, Olive oil for drizzling, 8 oz. cheddar cheese- shredded, 10 ounces package frozen creamed spinach, 1/2 sweet onion – chopped","<ol><li>Heat a large saucepot with a drizzle of olive oil and add the onion, garlic, bell pepper and cilantro and let saut until the onion is clear. Add the frozen creamed spinach and continue to saut until the spinach is thawed. Add the ketchup and stir, continuing to saut on low.</li><li>In a food processor combine the cottage cheese, milk and 4 oz. of the shredded cheddar cheese. Process until the cottage is smooth.</li><li>Prepare the macaroni as directed.</li><li>Add the cooked macaroni to the saucepot with the sauting spinach and toss add the processed cottage cheese mixture and toss. Turn off heat. Top with the remaining 4 oz. of cheddar cheese. Cover and let the cheddar cheese melt. This takes only a second or two.</li></ol>"
Butternut Squash Souffle Side Dish,4,45,http://www.foodista.com/recipe/5RYRXBMV/butternut-squash-souffle,https://img.spoonacular.com/recipes/636598-556x370.jpg,234.01,17.86,10.62,13.58,"Butter to grease the ramekins, 1/2 butternut squash, peeled and roasted (for instructions go here), 1/2 teaspoon cinnamon, 3 egg whites, 2 egg yolks, 1/2 teaspoon ground ginger, 1/2 cup heavy cream, 1/4 teaspoon nutmeg, Splash of vanilla extract, 1/4 cup whole milk","<ol><li>Puree butternut squash with blender and set aside to let cool.</li><li>In a small saucepan, heat cream, milk, nutmeg, cinnamon, ginger and vanilla to a simmer.</li><li>Meanwhile, in a separate bowl, whisk yolks and sugar until pale yellow.</li><li>Add a cup of the hot cream mixture very slowly into yolks while continuing to whisk.</li><li>Then add yolks and cream back to saucepan and keep stirring over low heat.</li><li>Mixture should thicken in a few minutes, then turn off heat and incorporate into squash puree.</li><li>Preheat oven to 375 degrees, making sure the rack is near the bottom.</li><li>Place a baking sheet in the oven.</li><li>Butter your ramekins and dust the insides and rims with sugar.</li><li>Then take egg whites in a clean bowl and whisk until glossy. It should form stiff peaks when you remove your whisk from the bowl, and should be able to hold the weight of an egg.</li><li>Use a spatula to combine the egg whites scoop by scoop into the squash mixture, making sure they form a fully homogeneous mixture, but do not overmix.</li><li>Carefully scoop your mixture into the ramekins up to the rims.</li><li>Bake on lower rack for about 25 minutes, or until tops are golden brown.</li><li>They should rise, but with firm tops and jiggly centers.</li></ol>"
"Honeyed Bacon"" Baklava",24,45,https://www.foodista.com/recipe/GSKSTKGM/honeyed-bacon-baklava,https://img.spoonacular.com/recipes/631783-556x370.jpg,395.15,30.13,8.53,29.23,"1 package (16 ounce) walnuts (4 cups), 1/2 cup sugar, 1 teaspoon ground cinnamon, 1 package (16 ounce) frozen phyllo, thawed, 1 cup butter, melted, 1 jar (12 ounce) honey, 1 package (16 ounce) of bacon, fried crisp","In large bowl of food processor, add walnuts, bacon, sugar, and cinnamon. Pulse until walnuts and bacon are chopped; set aside. (Be sure to fry the bacon to a crispy stage. Then it will chop up finely and evenly.) Cut phyllo into 13"" by 9"" rectangles. In greased 13"" by 9"" baking dish, place 1 phyllo sheet; brush with melted butter. Repeat with phyllo and butter to make 5 more layers, overlapping any small strips of phyllo to make rectangles, if necessary. Over phyllo in baking dish, sprinkle 1 cup walnut mixture. Repeat steps 2 and 3 to make 3 more layers (4 layers total). Place remaining phyllo on top of last walnut layer; brush with butter. With sharp knife, cut just halfway through layers in triangle or diamond pattern. Bake in 300 degree oven for 1 hour and 25 minutes or until top is golden brown. In small saucepan over medium-low heat, heat honey until hot but not boiling. Evenly spoon hot honey over hot baklava. Cool Baklava in dish on wire rack at least 1 hour; cover with foil and let stand at room temperature until serving. To serve, finish cutting, with a sharp knife, through layers to make triangles or diamonds."
Crock-Pot: Asian-Style Country Ribs with Black Bean Garlic Sauce,4,45,http://oneperfectbite.blogspot.com/2008/10/crock-pot-asian-style-country-ribs-with.html,https://img.spoonacular.com/recipes/735820-556x370.jpg,732.03,58.28,18.28,11.17,"3 tablespoons prepared black bean garlic sauce from a jar (i.e. Lee Kum Kee), 1/4 cup mirin or chicken stock, 1 tablespoon cornstarch, Asian-Style Country Ribs with Black Bean Garlic Sauce, 2 teaspoons dark sesame oil, 1 tablespoon coarsely chopped fresh garlic, 1 tablespoon freshly grated ginger root, 1 tablespoon honey, 1/2 teaspoon coarsely cracked black pepper, 3 to 4 pounds boneless country-style pork ribs, cross cut in 1-1/2-inch pieces, 1/4 cup low-sodium soy salt, 1/4 cup + 2 tablespoons chopped scallions (white and tender green)","This crock-pot entre is really, really good. It takes 10 minutes to prepare, is made from ingredients that are readily available and is a bargain when you consider the number of servings it provides.  One caution -  you'll have mush with  Asian flavor if you cook this for more than 5 to 6 hours. The recipe is adapted from ""Slow Cooker Recipes for All Occasions"",  a Rival Crock-Pot publication.  Served with rice and snow peas you have the makings of a minor feast that you'll repeat often. My family loves this dish. I think yours will, too. This, by the way, is a wonderful recipe for novice cooks. If you have a willing teen, let them have a go at it.Asian-Style Country Ribs with Black Bean Garlic SauceIngredients:3 to 4 pounds boneless country-style pork ribs, cross cut in 1-1/2-inch pieces3 tablespoons prepared black bean garlic sauce from a jar (i.e. Lee Kum Kee)1/4 cup low-sodium soy salt1/4 cup mirin or chicken stock1 tablespoon honey1 tablespoon freshly grated ginger root1 tablespoon coarsely chopped fresh garlic1/2 teaspoon coarsely cracked black pepper1 tablespoon cornstarch2 teaspoons dark sesame oil1/4 cup + 2 tablespoons chopped scallions (white and tender green)Directions:1) Spray interior of slow cooker with nonstick cooking spray. Place pork cubes in slow cooker. Combine black bean garlic sauce, soy sauce, mirin, honey, ginger, garlic, pepper and cornstarch in a small bowl; stir to dissolve cornstarch. Pour over ribs.2) Cook, covered, on LOW setting for 5 to 6 hours until ribs are tender but still hold their shape. Transfer ribs to a rimmed serving platter; tent with foil to keep warm. Strain liquid into a small pan. Bring liquid to a boil over medium-high heat; cook until mixture begins to thicken and is reduced by half. Stir in sesame oil. Add sauce and 1/4 cup scallions to pork cubes.  Mix well. Garnish with reserved 2 tablespoons scallions. Yield: 6 to 8 servings."
Perfect fish cakes,6,45,https://www.foodista.com/recipe/PHXS52JS/perfect-fish-cakes,https://img.spoonacular.com/recipes/655733-556x370.,416.94,24.72,4.01,28.65,"125 ml mayonnaise, 1 Tbs capers, roughly chopped (rinsed and drained if salted), 1 tsp creamed horseradish, 1 tsp Dijon mustard, 1 small shallot, finely chopped, 1 tsp parsley, finely chopped, 450 g cod fillets, 2 bay leaves, 150 ml milk, 150 ml water, 350 g potatoes, peeled and cut into even chunks, A pinch of salt, ½ tsp lemon zest, grated, 1 Tbs fresh parsley, chopped, 1 Tbs chives, snipped, ¼ tsp pepper, Flour, for shaping, 1 egg, 85 g breadcrumbs, homemade, 3-4 Tbs sunflower oil, for shallow frying, Lemon wedges, to serve","Mix all the sauce ingredients together. Set aside. Lay the fish and bay leaves in a frying pan. Pour over the milk and water. Cover, bring to a boil, then lower the heat and simmer for 4 minutes. Take off the heat and let stand, covered, for 10 minutes to gently finish cooking the fish. Lift the fish out of the milk with a slotted spoon and put on a plate to cool. Meanwhile, cook the potatoes in the salted water for 10 minutes or until tender, but not broken up. Drain the potatoes and leave them for a minute or two. Tip them back into the hot pan on the lowest heat and let them dry out for 1 minute, mashing them with a fork and stirring so they don't stick. You should have a light, dry fluffy mash. Take off the heat and beat in 1 tablespoon of the sauce, then the lemon zest, parsley, pepper and chives. Set aside. Drain off liquid from the fish, then flake it into big chunks into the pan of potatoes. Using your hands, gently lift the fish and potatoes together so they just mix. Do it with only a couple of turns, or the fish will break up too much. Put to aside and cool. Beat the egg on a large plate and lightly flour a board. Spread the breadcrumbs on another plate. On the floured board, and with floured hands, carefully shape into 4-6 cakes, about 2.5 cm thick. One by one, put each cake in the egg, and brush over the top and sides so it is completely coated. Transfer each cake to the plate with bread crumbs, pat the crumbs on the sides and tops so they are lightly covered. Transfer to a plate, cover and chill for 30 minutes (or up to a day ahead). Fry the fish cakes in hot oil over a medium heat for about 5 minutes on each side or until crisp and golden. Serve with the rest of the sauce (squeeze in a little lemon zest to taste) and lemon wedges for squeezing over."
Cheesy Ham and Shrimp Macaroni Au Gratin,4,45,https://www.foodista.com/recipe/4F3FG5W5/cheesy-ham-and-shrimp-macaroni-au-gratin,https://img.spoonacular.com/recipes/637658-556x370.jpg,672.37,20.29,6.62,97.05,"150g Broccoli, 300g Cream sauce, 250g Elbow Pasta or Macaroni, 3 slices of Ham, 3 big Shitake mushrooms, Extra-Virgin Olive Oil, about 2 tablespoons, plus more for serving, Parmesan and Mozzarella Cheese for topping, 10 medium Shrimps, 1 cup Water (adjust accordingly to preference)","<ol><li>Cut off base of broccoli stem. Cut broccoli into florets. Remove skin from stem using a peeler and dice it. Wash broccoli thoroughly.</li><li>Blanch broccoli and butter them.</li><li>Rinse and dice mushrooms and ham. Add into sauce and mix well.</li><li>Remove shells from shrimps and devein. Dice and set aside.</li><li>Preheat oven at 250C. Cook pasta accordingly to instructions. Drain.</li><li>Grease tin foils. Put pastas into foils and distribute sauce mixture evenly. Stir well.</li><li>From Step 1 until the above, you can actually prepare ahead of time and refrigerate them with covers if youve guests coming over. Then follow by the rest of the steps below.</li><li>Mix shrimps and broccoli stems evenly. Place broccoli florets, and top with cheese.</li><li>Bake the gratin at 250C till golden brown. My oven took about 7 mins to brown. Look at how cheesy it turned out! Crispy on the outside and creamy inside. Enjoy your Cheesy Ham and Shrimp Macaroni Au Gratin!</li></ol>"
